Date,Time,City,Latitude,Longitude,Severity,Weather,Road_Type,Lighting,Traffic_Density,Vehicles_Involved,Cause
2023-08-02,21:18,Delhi,28.64334,77.0485,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-10-19,10:53,Delhi,28.70396,77.13342,Low,Clear,Urban,Daylight,High,1,Signal Violation
2023-12-17,17:21,Bangalore,13.02427,77.59232,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-11-25,17:47,Chennai,13.07487,80.31725,Medium,Rain,Highway,Daylight,High,2,Speeding
2023-06-30,17:10,Delhi,28.74816,77.10016,Low,Fog,Urban,Daylight,High,2,Weather Conditions
2023-10-05,20:41,Mumbai,19.08079,72.94551,Low,Fog,Urban,Night (Lit),Low,1,Weather Conditions
2023-02-08,14:52,Mumbai,19.12887,72.86018,Medium,Overcast,Highway,Daylight,High,2,Speeding
2023-11-19,14:14,Mumbai,19.11743,72.77953,Medium,Overcast,Highway,Daylight,Medium,1,Pothole
2023-09-16,14:29,Bangalore,12.88369,77.62215,Low,Clear,Rural,Daylight,High,2,Weather Conditions
2023-11-12,11:58,Chennai,13.11456,80.17385,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-09-30,19:35,Chennai,12.98507,80.27658,Medium,Rain,Highway,Dawn/Dusk,High,2,Drunk Driving
2023-05-21,16:34,Bangalore,12.87503,77.65723,Low,Fog,Urban,Daylight,Low,1,Weather Conditions
2023-12-12,20:27,Delhi,28.6255,77.02176,Low,Rain,Urban,Night (Lit),High,1,Weather Conditions
2023-03-18,19:15,Delhi,28.72806,77.05298,Medium,Rain,Highway,Dawn/Dusk,High,2,Speeding
2023-07-01,20:17,Chennai,12.9985,80.36256,Medium,Clear,Urban,Night (Unlit),High,2,Signal Violation
2023-08-24,18:36,Delhi,28.80215,77.04767,Low,Clear,Urban,Dawn/Dusk,Low,1,Speeding
2023-12-17,13:52,Mumbai,19.10675,72.94934,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-01-17,10:05,Chennai,13.05855,80.28124,Low,Rain,Urban,Daylight,Low,2,Signal Violation
2023-01-29,20:40,Mumbai,19.11657,72.79424,Low,Clear,Rural,Night (Lit),High,2,Pothole
2023-08-11,12:41,Bangalore,12.98477,77.66619,Medium,Rain,Highway,Daylight,Low,1,Weather Conditions
2023-02-18,19:57,Hyderabad,17.46883,78.43265,Low,Rain,Urban,Dawn/Dusk,High,1,Speeding
2023-12-21,19:56,Hyderabad,17.3801,78.39601,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Speeding
2023-02-08,21:43,Bangalore,13.05146,77.6073,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-01-17,21:11,Bangalore,12.87473,77.53603,Low,Overcast,Urban,Night (Lit),High,1,Signal Violation
2023-03-15,18:48,Chennai,13.16847,80.23056,Low,Clear,Rural,Dawn/Dusk,Low,2,Speeding
2023-10-16,20:15,Hyderabad,17.45193,78.46453,High,Clear,Highway,Night (Unlit),High,2,Drunk Driving
2023-10-04,02:21,Chennai,13.13382,80.19869,Low,Clear,Urban,Night (Lit),High,1,Pothole
2023-12-19,01:46,Mumbai,19.07616,72.97256,High,Rain,Highway,Night (Unlit),High,3,Signal Violation
2023-01-28,17:06,Chennai,13.02913,80.1859,Low,Fog,Urban,Daylight,High,3,Weather Conditions
2023-11-06,20:49,Hyderabad,17.47597,78.46604,Medium,Clear,Highway,Night (Lit),High,3,Weather Conditions
2023-06-17,22:01,Bangalore,13.02831,77.58471,Low,Clear,Rural,Night (Lit),Medium,2,Vehicle Breakdown
2023-04-27,20:22,Hyderabad,17.47323,78.47307,Medium,Clear,Urban,Night (Unlit),Medium,2,Pothole
2023-12-15,14:37,Chennai,12.99984,80.29442,Low,Clear,Urban,Daylight,High,2,Pothole
2023-05-07,18:45,Mumbai,18.99241,72.80854,Low,Clear,Urban,Dawn/Dusk,Medium,1,Weather Conditions
2023-12-31,19:50,Delhi,28.75203,77.06584,Low,Rain,Urban,Dawn/Dusk,Medium,1,Speeding
2023-02-24,20:05,Mumbai,19.16459,72.86665,Low,Fog,Urban,Night (Lit),High,2,Vehicle Breakdown
2023-05-19,16:06,Delhi,28.62156,77.0887,Low,Clear,Urban,Daylight,Medium,3,Speeding
2023-10-13,18:35,Hyderabad,17.36661,78.39195,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-07-01,07:35,Mumbai,19.09538,72.93459,Low,Fog,Urban,Daylight,High,1,Weather Conditions
2023-07-17,21:00,Bangalore,12.95436,77.65043,High,Rain,Highway,Night (Unlit),Low,5,Signal Violation
2023-10-14,03:57,Delhi,28.71849,77.03642,Medium,Overcast,Urban,Night (Unlit),High,1,Signal Violation
2023-07-14,13:10,Delhi,28.65788,77.05618,Low,Overcast,Urban,Daylight,Low,3,Signal Violation
2023-03-16,07:04,Delhi,28.69104,77.08672,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-09-05,12:50,Mumbai,19.04822,72.96654,Medium,Clear,Highway,Daylight,Low,2,Vehicle Breakdown
2023-11-17,23:31,Hyderabad,17.40833,78.47827,Low,Rain,Urban,Night (Lit),Medium,1,Drunk Driving
2023-03-11,09:19,Mumbai,19.16576,72.84414,Low,Clear,Urban,Daylight,Medium,1,Speeding
2023-11-14,20:24,Bangalore,12.95964,77.58072,High,Fog,Highway,Night (Lit),Medium,3,Speeding
2023-11-30,13:38,Delhi,28.66419,77.12314,Medium,Fog,Highway,Daylight,Medium,2,Weather Conditions
2023-12-22,10:12,Chennai,13.04554,80.36361,Low,Clear,Urban,Daylight,High,2,Speeding
2023-06-13,13:18,Chennai,13.17625,80.32709,Low,Clear,Urban,Daylight,High,2,Drunk Driving
2023-06-16,18:24,Bangalore,13.0349,77.57319,Low,Rain,Urban,Dawn/Dusk,High,2,Weather Conditions
2023-02-28,21:59,Hyderabad,17.32496,78.58615,High,Clear,Highway,Night (Unlit),High,4,Drunk Driving
2023-04-03,17:43,Hyderabad,17.29038,78.53214,Low,Fog,Urban,Daylight,Medium,2,Signal Violation
2023-12-29,13:13,Chennai,13.14224,80.33696,Medium,Rain,Highway,Daylight,Medium,3,Speeding
2023-02-05,10:52,Chennai,13.1173,80.19854,Low,Clear,Urban,Daylight,Medium,1,Pothole
2023-06-05,17:15,Bangalore,13.00333,77.63765,Medium,Rain,Highway,Daylight,Medium,1,Weather Conditions
2023-07-13,12:04,Chennai,13.18084,80.26655,Low,Clear,Urban,Daylight,Medium,3,Speeding
2023-07-25,23:34,Hyderabad,17.4697,78.56063,Low,Clear,Urban,Night (Lit),Low,1,Speeding
2023-08-03,17:34,Mumbai,19.13414,72.84961,Medium,Rain,Highway,Daylight,High,1,Weather Conditions
2023-10-02,11:38,Mumbai,18.99787,72.82735,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-12-07,20:22,Delhi,28.7335,77.01136,Low,Clear,Urban,Night (Lit),High,1,Speeding
2023-11-27,16:43,Chennai,13.17606,80.23702,Medium,Clear,Highway,Daylight,High,1,Speeding
2023-08-09,22:06,Mumbai,18.99572,72.8221,Medium,Rain,Highway,Night (Lit),Medium,2,Weather Conditions
2023-09-23,18:35,Hyderabad,17.42253,78.43091,Low,Rain,Urban,Dawn/Dusk,High,1,Signal Violation
2023-07-11,03:25,Chennai,13.13717,80.28842,Low,Clear,Urban,Night (Lit),Medium,2,Vehicle Breakdown
2023-09-14,17:09,Bangalore,13.07114,77.59115,Low,Clear,Urban,Daylight,Low,2,Drunk Driving
2023-06-01,10:26,Mumbai,18.99921,72.96584,Medium,Clear,Highway,Daylight,Low,2,Speeding
2023-03-14,08:22,Bangalore,12.94021,77.65145,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-09-24,15:30,Bangalore,12.96683,77.58223,Low,Clear,Urban,Daylight,High,2,Speeding
2023-12-23,17:28,Bangalore,12.88503,77.50354,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-12-30,17:07,Mumbai,19.14584,72.90729,Low,Clear,Urban,Daylight,High,3,Speeding
2023-12-13,19:51,Delhi,28.79008,77.1506,Low,Clear,Urban,Dawn/Dusk,High,2,Pothole
2023-09-22,21:11,Hyderabad,17.31703,78.49867,High,Rain,Highway,Night (Unlit),High,5,Drunk Driving
2023-08-25,01:14,Chennai,13.10865,80.20798,Medium,Rain,Rural,Night (Unlit),High,2,Weather Conditions
2023-12-03,06:27,Chennai,12.98854,80.29352,Low,Clear,Urban,Daylight,Medium,3,Signal Violation
2023-04-12,10:28,Hyderabad,17.37091,78.38759,Medium,Overcast,Highway,Daylight,Medium,1,Speeding
2023-04-20,18:13,Bangalore,13.02207,77.65635,Low,Overcast,Urban,Dawn/Dusk,Low,1,Weather Conditions
2023-02-02,16:36,Mumbai,19.1359,72.88508,Low,Rain,Urban,Daylight,High,3,Weather Conditions
2023-07-07,21:20,Delhi,28.69561,77.05497,High,Clear,Highway,Night (Unlit),Low,3,Pothole
2023-09-08,15:33,Bangalore,12.99099,77.61686,Low,Fog,Rural,Daylight,High,2,Weather Conditions
2023-10-28,12:07,Bangalore,12.942,77.58617,Low,Clear,Urban,Daylight,Low,2,Drunk Driving
2023-03-30,08:52,Bangalore,13.05534,77.61263,Medium,Clear,Highway,Daylight,High,1,Drunk Driving
2023-12-11,18:08,Bangalore,12.89517,77.55568,Medium,Clear,Highway,Dawn/Dusk,Medium,3,Weather Conditions
2023-04-04,14:23,Delhi,28.70626,77.08615,Low,Rain,Rural,Daylight,High,2,Signal Violation
2023-03-12,19:36,Chennai,13.06731,80.26803,Low,Clear,Urban,Dawn/Dusk,High,2,Speeding
2023-10-03,20:44,Delhi,28.71508,77.10043,Medium,Clear,Highway,Night (Lit),Medium,1,Vehicle Breakdown
2023-03-13,06:11,Bangalore,13.04,77.61848,Medium,Rain,Highway,Daylight,Medium,2,Weather Conditions
2023-07-03,08:00,Chennai,13.01001,80.33374,Medium,Clear,Highway,Daylight,Low,2,Vehicle Breakdown
2023-10-15,23:32,Chennai,13.06453,80.26905,Low,Clear,Urban,Night (Lit),High,1,Speeding
2023-12-30,19:53,Chennai,13.08044,80.18723,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
2023-01-16,14:50,Delhi,28.66252,77.05747,Low,Fog,Urban,Daylight,High,2,Weather Conditions
2023-10-03,20:18,Delhi,28.76025,77.11563,Low,Clear,Urban,Night (Lit),Medium,2,Drunk Driving
2023-09-11,11:35,Hyderabad,17.30764,78.40954,Low,Fog,Urban,Daylight,Medium,2,Weather Conditions
2023-10-06,13:52,Bangalore,12.98001,77.64596,Low,Clear,Rural,Daylight,High,2,Pothole
2023-08-14,03:34,Delhi,28.80206,77.02298,Low,Clear,Urban,Night (Lit),Medium,2,Vehicle Breakdown
2023-12-01,19:48,Delhi,28.66364,77.20236,Medium,Clear,Highway,Dawn/Dusk,Low,3,Pothole
2023-08-19,19:16,Bangalore,13.04404,77.512,Low,Clear,Urban,Dawn/Dusk,Low,2,Drunk Driving
2023-03-02,21:49,Delhi,28.64608,77.15002,Medium,Clear,Highway,Night (Lit),Medium,2,Speeding
2023-12-19,19:22,Hyderabad,17.41155,78.4199,Low,Clear,Urban,Dawn/Dusk,High,1,Speeding
2023-03-13,21:50,Delhi,28.76681,77.16359,Low,Clear,Urban,Night (Lit),Medium,1,Weather Conditions
2023-10-19,17:22,Hyderabad,17.34122,78.49445,Medium,Overcast,Highway,Daylight,High,3,Signal Violation
2023-06-15,22:45,Bangalore,12.92947,77.54807,Low,Clear,Urban,Night (Lit),High,2,Weather Conditions
2023-09-21,15:57,Mumbai,19.00312,72.92772,Medium,Fog,Highway,Daylight,High,2,Signal Violation
2023-07-30,21:58,Mumbai,19.1745,72.95111,Medium,Overcast,Highway,Night (Lit),Medium,2,Signal Violation
2023-03-06,17:44,Delhi,28.65404,77.14478,Low,Clear,Urban,Daylight,Medium,1,Speeding
2023-05-07,00:48,Chennai,13.08059,80.28619,Medium,Clear,Urban,Night (Unlit),High,2,Speeding
2023-05-18,20:40,Chennai,13.05773,80.1858,High,Rain,Highway,Night (Unlit),Medium,2,Vehicle Breakdown
2023-02-17,18:25,Hyderabad,17.43496,78.52564,Medium,Rain,Highway,Dawn/Dusk,High,1,Vehicle Breakdown
2023-07-08,18:29,Chennai,13.04816,80.17119,Low,Clear,Urban,Dawn/Dusk,Medium,1,Drunk Driving
2023-02-17,10:46,Chennai,13.10967,80.31016,Low,Rain,Urban,Daylight,Medium,2,Speeding
2023-02-02,08:50,Hyderabad,17.36454,78.58033,Low,Rain,Urban,Daylight,Low,1,Speeding
2023-04-19,02:31,Bangalore,12.93617,77.55132,High,Clear,Highway,Night (Unlit),High,5,Signal Violation
2023-10-08,15:36,Delhi,28.71733,77.09957,Low,Clear,Urban,Daylight,Low,1,Speeding
2023-06-25,18:57,Mumbai,18.98519,72.90294,Low,Rain,Urban,Dawn/Dusk,Low,2,Speeding
2023-08-24,15:01,Mumbai,19.16189,72.8093,Medium,Clear,Highway,Daylight,High,1,Signal Violation
2023-08-22,22:00,Chennai,13.02316,80.30842,Low,Clear,Urban,Night (Lit),Medium,2,Signal Violation
2023-03-09,11:56,Bangalore,12.9034,77.68115,Medium,Fog,Rural,Daylight,Medium,2,Speeding
2023-05-21,13:05,Bangalore,12.92168,77.56897,Medium,Clear,Highway,Daylight,High,1,Signal Violation
2023-11-29,17:10,Mumbai,19.05527,72.8388,Low,Clear,Urban,Daylight,Medium,1,Weather Conditions
2023-12-25,18:48,Delhi,28.68995,77.02074,Medium,Rain,Highway,Dawn/Dusk,High,1,Speeding
2023-02-18,14:00,Delhi,28.69946,77.02904,Medium,Rain,Highway,Daylight,Medium,2,Speeding
2023-04-26,19:33,Chennai,12.98456,80.30982,Medium,Rain,Highway,Dawn/Dusk,Low,2,Signal Violation
2023-03-03,13:55,Chennai,13.12151,80.26624,Medium,Clear,Highway,Daylight,Medium,2,Pothole
2023-04-28,19:24,Mumbai,19.12215,72.79819,Medium,Clear,Highway,Dawn/Dusk,High,2,Signal Violation
2023-06-10,19:23,Bangalore,12.89903,77.64929,Low,Clear,Rural,Dawn/Dusk,Medium,3,Speeding
2023-03-10,23:41,Delhi,28.61778,77.11516,Medium,Clear,Urban,Night (Unlit),High,2,Speeding
2023-11-09,18:41,Delhi,28.69212,77.14699,Low,Clear,Urban,Dawn/Dusk,Medium,2,Weather Conditions
2023-11-18,11:47,Delhi,28.78808,77.12572,Low,Rain,Urban,Daylight,High,2,Weather Conditions
2023-08-15,01:55,Delhi,28.62144,77.02259,High,Fog,Rural,Night (Unlit),Low,2,Drunk Driving
2023-03-05,20:37,Chennai,13.05301,80.25658,Medium,Clear,Highway,Night (Lit),High,2,Vehicle Breakdown
2023-03-13,21:15,Bangalore,13.00052,77.54423,Low,Clear,Urban,Night (Lit),High,2,Pothole
2023-11-04,15:38,Hyderabad,17.34198,78.57496,Medium,Rain,Highway,Daylight,Medium,1,Weather Conditions
2023-01-14,18:54,Bangalore,12.91269,77.61599,Medium,Clear,Highway,Dawn/Dusk,High,2,Speeding
2023-04-07,21:47,Chennai,13.04181,80.18161,Low,Clear,Urban,Night (Lit),High,2,Vehicle Breakdown
2023-05-03,16:31,Chennai,13.00525,80.27062,Medium,Clear,Highway,Daylight,Low,2,Speeding
2023-11-01,15:04,Hyderabad,17.46274,78.38911,Medium,Clear,Highway,Daylight,Medium,3,Pothole
2023-07-04,05:59,Bangalore,12.898,77.66676,Low,Clear,Urban,Dawn/Dusk,High,1,Weather Conditions
2023-10-19,07:26,Bangalore,12.98087,77.52915,Low,Clear,Rural,Daylight,High,1,Drunk Driving
2023-08-30,19:49,Mumbai,18.97934,72.79121,Low,Clear,Urban,Dawn/Dusk,Medium,2,Vehicle Breakdown
2023-05-15,19:13,Mumbai,19.16052,72.96744,Medium,Overcast,Highway,Dawn/Dusk,High,1,Speeding
2023-07-23,11:32,Bangalore,12.99731,77.59481,Low,Rain,Urban,Daylight,High,2,Speeding
2023-08-01,13:27,Chennai,12.99919,80.27801,Low,Clear,Urban,Daylight,High,1,Speeding
2023-11-12,21:09,Bangalore,12.88832,77.5104,Medium,Clear,Urban,Night (Unlit),High,2,Signal Violation
2023-04-15,08:51,Delhi,28.71138,77.08065,Low,Rain,Urban,Daylight,Low,1,Drunk Driving
2023-11-21,17:48,Mumbai,19.03803,72.8652,Low,Overcast,Urban,Daylight,High,1,Weather Conditions
2023-05-03,17:03,Delhi,28.62134,77.0894,Low,Rain,Urban,Daylight,Medium,1,Drunk Driving
2023-08-21,13:39,Hyderabad,17.29601,78.51992,Low,Clear,Rural,Daylight,Low,2,Drunk Driving
2023-12-03,21:47,Delhi,28.62799,77.14408,Medium,Fog,Urban,Night (Unlit),Medium,2,Weather Conditions
2023-12-26,19:00,Delhi,28.70338,77.07184,Medium,Clear,Highway,Dawn/Dusk,High,1,Pothole
2023-09-22,18:50,Bangalore,12.90499,77.51999,Low,Rain,Urban,Dawn/Dusk,High,2,Signal Violation
2023-05-18,20:46,Mumbai,19.13029,72.78357,Medium,Clear,Highway,Night (Lit),Low,2,Drunk Driving
2023-08-08,21:17,Hyderabad,17.29777,78.52916,Medium,Overcast,Highway,Night (Lit),Low,2,Drunk Driving
2023-10-23,17:40,Mumbai,19.07523,72.87986,Medium,Clear,Highway,Daylight,Low,2,Weather Conditions
2023-01-29,11:31,Hyderabad,17.31838,78.41816,Medium,Fog,Highway,Daylight,High,2,Weather Conditions
2023-02-22,12:57,Hyderabad,17.41982,78.40977,Low,Rain,Urban,Daylight,Medium,2,Signal Violation
2023-09-18,20:00,Mumbai,19.14774,72.78016,Medium,Clear,Highway,Night (Lit),High,2,Signal Violation
2023-01-24,14:30,Bangalore,12.9482,77.52462,Low,Clear,Urban,Daylight,High,2,Speeding
2023-01-19,19:35,Chennai,13.0276,80.22035,Low,Rain,Urban,Dawn/Dusk,Medium,2,Pothole
2023-06-13,15:17,Mumbai,19.09031,72.80158,Medium,Clear,Highway,Daylight,High,3,Weather Conditions
2023-12-11,14:57,Mumbai,19.01187,72.93857,Low,Clear,Urban,Daylight,Low,2,Speeding
2023-01-24,23:25,Mumbai,19.1514,72.95091,Medium,Clear,Highway,Night (Lit),Medium,2,Signal Violation
2023-06-09,14:20,Mumbai,19.08662,72.77929,Low,Clear,Urban,Daylight,High,2,Speeding
2023-04-13,22:18,Hyderabad,17.4419,78.53462,Low,Clear,Urban,Night (Lit),High,2,Pothole
2023-05-05,15:29,Bangalore,12.98994,77.59327,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-04-11,11:46,Hyderabad,17.4371,78.43573,Low,Clear,Urban,Daylight,Low,2,Signal Violation
2023-01-04,14:59,Chennai,12.98748,80.27901,Medium,Clear,Highway,Daylight,High,3,Weather Conditions
2023-11-22,15:53,Mumbai,19.1662,72.77799,Medium,Clear,Highway,Daylight,Medium,2,Drunk Driving
2023-12-03,07:24,Bangalore,12.89239,77.60056,Low,Rain,Urban,Daylight,High,1,Signal Violation
2023-05-02,16:26,Chennai,13.17494,80.36521,Medium,Fog,Urban,Daylight,High,3,Drunk Driving
2023-03-14,09:45,Bangalore,12.89021,77.67885,Medium,Overcast,Highway,Daylight,High,1,Signal Violation
2023-09-24,15:26,Bangalore,12.96329,77.64418,Low,Clear,Rural,Daylight,Medium,2,Pothole
2023-10-25,20:06,Hyderabad,17.3117,78.55069,High,Overcast,Highway,Night (Unlit),Low,2,Signal Violation
2023-02-08,09:37,Hyderabad,17.29746,78.51919,Low,Rain,Urban,Daylight,Medium,2,Speeding
2023-03-08,22:15,Bangalore,12.9238,77.5576,Medium,Clear,Highway,Night (Lit),Medium,2,Signal Violation
2023-07-21,18:44,Bangalore,12.93521,77.54899,Low,Rain,Urban,Dawn/Dusk,Medium,2,Signal Violation
2023-02-08,20:12,Delhi,28.76009,77.11944,Low,Overcast,Urban,Night (Lit),Medium,1,Pothole
2023-03-21,18:06,Delhi,28.69401,77.06531,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Pothole
2023-03-03,17:34,Bangalore,13.06453,77.53613,Medium,Rain,Highway,Daylight,Medium,1,Weather Conditions
2023-06-07,10:29,Bangalore,13.0421,77.51268,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-12-18,16:19,Hyderabad,17.29307,78.55388,Medium,Fog,Highway,Daylight,Medium,1,Weather Conditions
2023-06-17,06:09,Mumbai,19.11823,72.97138,Low,Clear,Urban,Daylight,Medium,3,Weather Conditions
2023-07-22,04:32,Mumbai,19.11144,72.82973,Low,Clear,Urban,Night (Lit),Low,1,Pothole
2023-03-31,23:01,Chennai,13.15362,80.28189,High,Clear,Highway,Night (Unlit),Medium,2,Speeding
2023-10-09,17:15,Mumbai,19.06841,72.93848,Low,Clear,Rural,Daylight,Medium,3,Pothole
2023-03-13,10:07,Mumbai,18.98833,72.93389,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-04-24,18:08,Delhi,28.76883,77.07695,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
2023-11-19,10:41,Mumbai,19.09246,72.82946,Low,Overcast,Urban,Daylight,Low,2,Signal Violation
2023-02-08,15:01,Mumbai,19.01555,72.9069,Medium,Clear,Highway,Daylight,Medium,2,Signal Violation
2023-03-07,17:05,Bangalore,12.89611,77.68306,Medium,Overcast,Highway,Daylight,Medium,2,Speeding
2023-01-26,20:10,Hyderabad,17.37163,78.53159,High,Fog,Urban,Night (Unlit),Medium,2,Drunk Driving
2023-09-12,15:01,Chennai,13.11934,80.20526,Low,Clear,Urban,Daylight,High,2,Speeding
2023-04-20,15:58,Delhi,28.6591,77.0917,Low,Fog,Urban,Daylight,Medium,1,Signal Violation
2023-03-18,19:02,Hyderabad,17.40884,78.43586,Low,Clear,Urban,Dawn/Dusk,Low,2,Drunk Driving
2023-06-01,23:31,Chennai,13.15926,80.26651,Medium,Clear,Highway,Night (Lit),High,3,Speeding
2023-02-14,21:17,Chennai,13.01015,80.21059,Medium,Clear,Urban,Night (Unlit),High,2,Pothole
2023-09-27,15:15,Hyderabad,17.44397,78.58458,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-07-03,17:30,Hyderabad,17.44129,78.45551,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-10-17,20:32,Bangalore,12.94928,77.53056,Low,Rain,Urban,Night (Lit),Medium,2,Pothole
2023-06-13,18:38,Delhi,28.60996,77.16464,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Drunk Driving
2023-05-24,17:03,Chennai,13.08859,80.32407,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-04-30,02:10,Mumbai,19.02557,72.82593,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-10-01,17:52,Mumbai,19.12881,72.96726,Low,Clear,Urban,Daylight,Medium,1,Speeding
2023-10-22,21:54,Chennai,13.05366,80.33854,Low,Clear,Urban,Night (Lit),High,2,Drunk Driving
2023-03-30,22:11,Delhi,28.7226,77.16374,Medium,Clear,Highway,Night (Lit),Low,2,Speeding
2023-12-24,17:22,Hyderabad,17.29064,78.52681,Low,Clear,Urban,Daylight,Medium,1,Speeding
2023-10-18,10:36,Delhi,28.71672,77.04015,Medium,Clear,Highway,Daylight,Medium,2,Drunk Driving
2023-09-10,01:34,Bangalore,12.90671,77.50219,Low,Rain,Rural,Night (Lit),High,1,Speeding
2023-01-29,21:14,Hyderabad,17.32876,78.49199,Low,Rain,Urban,Night (Lit),Medium,3,Vehicle Breakdown
2023-01-01,19:21,Hyderabad,17.32529,78.4128,High,Fog,Highway,Dawn/Dusk,Medium,4,Drunk Driving
2023-04-01,12:58,Bangalore,12.88351,77.52414,Low,Clear,Urban,Daylight,Medium,2,Weather Conditions
2023-12-27,11:58,Delhi,28.75897,77.1718,Low,Rain,Urban,Daylight,High,1,Weather Conditions
2023-07-06,23:04,Bangalore,13.01251,77.62703,Low,Clear,Urban,Night (Lit),High,2,Signal Violation
2023-10-28,23:06,Bangalore,12.93195,77.52189,Low,Rain,Urban,Night (Lit),Low,1,Weather Conditions
2023-03-22,17:46,Chennai,13.14107,80.36283,Low,Clear,Urban,Daylight,Medium,1,Signal Violation
2023-11-29,15:20,Delhi,28.74554,77.1149,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-11-11,20:50,Bangalore,12.91625,77.61239,Medium,Clear,Rural,Night (Unlit),High,2,Speeding
2023-03-31,06:24,Bangalore,13.0184,77.5535,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-04-01,21:46,Mumbai,19.16576,72.96744,Medium,Fog,Urban,Night (Lit),High,2,Speeding
2023-07-20,23:54,Hyderabad,17.29148,78.50718,Low,Clear,Urban,Night (Lit),Medium,1,Weather Conditions
2023-11-10,13:14,Hyderabad,17.30582,78.48594,Medium,Fog,Highway,Daylight,High,2,Vehicle Breakdown
2023-06-19,19:47,Mumbai,19.0236,72.97418,Low,Fog,Rural,Dawn/Dusk,High,2,Weather Conditions
2023-03-27,09:40,Mumbai,19.14033,72.9117,Low,Rain,Urban,Daylight,High,2,Drunk Driving
2023-06-21,10:28,Mumbai,19.02904,72.82761,Low,Rain,Urban,Daylight,Low,2,Signal Violation
2023-02-04,10:22,Bangalore,13.029,77.63868,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-01-25,18:24,Chennai,13.12922,80.36452,Low,Fog,Urban,Dawn/Dusk,Medium,1,Pothole
2023-07-31,21:31,Chennai,13.05295,80.24577,Low,Clear,Urban,Night (Lit),High,1,Signal Violation
2023-09-03,15:50,Hyderabad,17.41519,78.52413,Low,Clear,Rural,Daylight,High,2,Pothole
2023-03-25,12:28,Mumbai,19.13584,72.78438,Medium,Overcast,Highway,Daylight,Medium,2,Signal Violation
2023-01-11,09:20,Bangalore,13.06193,77.50944,Low,Clear,Rural,Daylight,Low,2,Speeding
2023-03-29,14:56,Chennai,13.01488,80.1857,Low,Clear,Urban,Daylight,Medium,2,Weather Conditions
2023-02-17,09:21,Hyderabad,17.48206,78.56535,Medium,Clear,Highway,Daylight,High,2,Pothole
2023-12-27,15:01,Chennai,13.17119,80.2037,Medium,Rain,Highway,Daylight,Medium,2,Signal Violation
2023-08-11,15:10,Mumbai,18.99625,72.81881,Low,Clear,Urban,Daylight,Medium,2,Weather Conditions
2023-04-08,18:26,Hyderabad,17.42941,78.53269,Low,Clear,Rural,Dawn/Dusk,High,1,Speeding
2023-05-16,11:42,Bangalore,12.93108,77.51378,Medium,Clear,Highway,Daylight,Medium,2,Vehicle Breakdown
2023-07-21,20:36,Hyderabad,17.45297,78.41742,Low,Clear,Urban,Night (Lit),Low,2,Vehicle Breakdown
2023-07-04,08:00,Chennai,13.00023,80.33548,Low,Clear,Urban,Daylight,Medium,2,Pothole
2023-11-17,08:38,Chennai,13.02263,80.17585,Medium,Overcast,Highway,Daylight,Low,1,Speeding
2023-03-29,03:40,Bangalore,13.06701,77.58931,Low,Clear,Urban,Night (Lit),High,2,Pothole
2023-03-01,21:19,Chennai,13.07689,80.34968,Medium,Rain,Urban,Night (Unlit),Low,2,Vehicle Breakdown
2023-05-16,23:05,Hyderabad,17.36251,78.4609,Medium,Clear,Rural,Night (Unlit),Medium,1,Signal Violation
2023-07-15,19:23,Delhi,28.69326,77.05516,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
2023-08-27,13:16,Delhi,28.77152,77.11535,Low,Clear,Urban,Daylight,High,1,Speeding
2023-03-19,06:48,Mumbai,18.99314,72.84646,Medium,Clear,Highway,Daylight,Low,2,Drunk Driving
2023-10-05,21:26,Hyderabad,17.3305,78.3989,High,Clear,Highway,Night (Unlit),Medium,2,Vehicle Breakdown
2023-07-18,13:52,Hyderabad,17.36873,78.4938,Medium,Clear,Highway,Daylight,Medium,1,Signal Violation
