City,Timestamp,Text,Sentiment
Mumbai,2023-07-04 13:00:00,Traffic is moving smoothly this morning.,0.45
Hyderabad,2023-03-21 21:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-02-02 01:00:00,Huge pothole caused a bike crash just now.,-0.87
Delhi,2023-03-04 10:00:00,Traffic is moving smoothly this morning.,0.42
Mumbai,2023-08-09 03:00:00,Another accident due to poor lighting on the main road.,-0.72
Delhi,2023-06-07 16:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.35
Hyderabad,2023-12-27 01:00:00,Visibility is zero because of the fog. Very dangerous.,-0.75
Chennai,2023-03-11 21:00:00,Another accident due to poor lighting on the main road.,-0.87
Hyderabad,2023-07-18 13:00:00,Traffic is moving smoothly this morning.,0.5
Mumbai,2023-12-26 20:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.68
Delhi,2023-03-26 22:00:00,Huge pothole caused a bike crash just now.,-0.8
Chennai,2023-01-12 03:00:00,Drunk driver caught by police before causing harm. Good job.,0.42
Bangalore,2023-07-15 10:00:00,Visibility is zero because of the fog. Very dangerous.,-0.77
Delhi,2023-05-06 05:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.95
Hyderabad,2023-04-09 12:00:00,Traffic is moving smoothly this morning.,0.42
Bangalore,2023-05-04 09:00:00,Visibility is zero because of the fog. Very dangerous.,-0.72
Mumbai,2023-03-31 16:00:00,Drunk driver caught by police before causing harm. Good job.,0.35
Mumbai,2023-11-05 20:00:00,Can the city please fix the signals? It's causing chaos.,-0.6
Hyderabad,2023-09-20 21:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.63
Mumbai,2023-11-11 11:00:00,Traffic is moving smoothly this morning.,0.43
Chennai,2023-11-25 02:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Chennai,2023-03-20 10:00:00,Drunk driver caught by police before causing harm. Good job.,0.34
Hyderabad,2023-01-14 22:00:00,Drunk driver caught by police before causing harm. Good job.,0.34
Mumbai,2023-05-27 03:00:00,Can the city please fix the signals? It's causing chaos.,-0.68
Chennai,2023-06-29 23:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.95
Bangalore,2023-02-13 11:00:00,Can the city please fix the signals? It's causing chaos.,-0.78
Bangalore,2023-06-09 18:00:00,Can the city please fix the signals? It's causing chaos.,-0.77
Delhi,2023-08-06 08:00:00,Can the city please fix the signals? It's causing chaos.,-0.77
Delhi,2023-02-19 15:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.29
Hyderabad,2023-03-14 08:00:00,Drunk driver caught by police before causing harm. Good job.,0.49
Hyderabad,2023-12-10 05:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Delhi,2023-03-24 00:00:00,Another accident due to poor lighting on the main road.,-0.77
Chennai,2023-08-23 05:00:00,Can the city please fix the signals? It's causing chaos.,-0.65
Delhi,2023-12-01 20:00:00,Traffic is moving smoothly this morning.,0.43
Bangalore,2023-06-09 20:00:00,Drunk driver caught by police before causing harm. Good job.,0.4
Mumbai,2023-02-26 07:00:00,Traffic is moving smoothly this morning.,0.47
Bangalore,2023-07-14 04:00:00,Huge pothole caused a bike crash just now.,-0.99
Bangalore,2023-01-31 04:00:00,Another accident due to poor lighting on the main road.,-0.86
Mumbai,2023-01-08 03:00:00,Huge pothole caused a bike crash just now.,-0.99
Bangalore,2023-08-06 09:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.38
Chennai,2023-05-08 14:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.96
Bangalore,2023-12-13 00:00:00,Can the city please fix the signals? It's causing chaos.,-0.67
Delhi,2023-11-12 04:00:00,Drunk driver caught by police before causing harm. Good job.,0.49
Delhi,2023-01-13 21:00:00,Visibility is zero because of the fog. Very dangerous.,-0.89
Chennai,2023-06-06 18:00:00,Visibility is zero because of the fog. Very dangerous.,-0.78
Hyderabad,2023-11-30 15:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.91
Bangalore,2023-12-23 05:00:00,Visibility is zero because of the fog. Very dangerous.,-0.77
Bangalore,2023-08-12 20:00:00,Another accident due to poor lighting on the main road.,-0.89
Chennai,2023-06-28 00:00:00,Visibility is zero because of the fog. Very dangerous.,-0.74
Chennai,2023-11-13 19:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Chennai,2023-08-17 22:00:00,Huge pothole caused a bike crash just now.,-0.96
Mumbai,2023-07-30 16:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.61
Bangalore,2023-02-24 19:00:00,Drunk driver caught by police before causing harm. Good job.,0.36
Delhi,2023-12-03 11:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.39
Chennai,2023-02-03 04:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.55
Bangalore,2023-03-14 04:00:00,Huge pothole caused a bike crash just now.,-0.95
Hyderabad,2023-03-12 06:00:00,Another accident due to poor lighting on the main road.,-0.74
Mumbai,2023-04-29 06:00:00,Visibility is zero because of the fog. Very dangerous.,-0.72
Chennai,2023-02-08 13:00:00,Drunk driver caught by police before causing harm. Good job.,0.36
Hyderabad,2023-06-07 13:00:00,Drunk driver caught by police before causing harm. Good job.,0.31
Hyderabad,2023-02-28 03:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.94
Mumbai,2023-10-24 10:00:00,Another accident due to poor lighting on the main road.,-0.88
Chennai,2023-09-10 17:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.35
Chennai,2023-01-31 06:00:00,Another accident due to poor lighting on the main road.,-0.84
Chennai,2023-07-08 16:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.66
Delhi,2023-06-04 04:00:00,Visibility is zero because of the fog. Very dangerous.,-0.73
Hyderabad,2023-06-04 10:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.96
Chennai,2023-05-27 22:00:00,Huge pothole caused a bike crash just now.,-0.91
Hyderabad,2023-05-24 14:00:00,Drunk driver caught by police before causing harm. Good job.,0.37
Mumbai,2023-01-14 16:00:00,Can the city please fix the signals? It's causing chaos.,-0.67
Mumbai,2023-08-24 20:00:00,Another accident due to poor lighting on the main road.,-0.72
Bangalore,2023-09-12 16:00:00,Traffic is moving smoothly this morning.,0.46
Chennai,2023-01-31 04:00:00,Traffic is moving smoothly this morning.,0.55
Delhi,2023-11-05 08:00:00,Traffic is moving smoothly this morning.,0.46
Hyderabad,2023-04-29 14:00:00,Huge pothole caused a bike crash just now.,-0.92
Bangalore,2023-08-08 01:00:00,Traffic is moving smoothly this morning.,0.51
Chennai,2023-07-23 23:00:00,Another accident due to poor lighting on the main road.,-0.88
Chennai,2023-09-26 02:00:00,Another accident due to poor lighting on the main road.,-0.79
Chennai,2023-09-08 22:00:00,Huge pothole caused a bike crash just now.,-0.94
Bangalore,2023-08-17 14:00:00,Visibility is zero because of the fog. Very dangerous.,-0.81
Bangalore,2023-09-23 23:00:00,Can the city please fix the signals? It's causing chaos.,-0.66
Delhi,2023-08-25 07:00:00,Another accident due to poor lighting on the main road.,-0.77
Bangalore,2023-09-24 03:00:00,Visibility is zero because of the fog. Very dangerous.,-0.8
Delhi,2023-05-26 03:00:00,Can the city please fix the signals? It's causing chaos.,-0.74
Bangalore,2023-11-21 11:00:00,Drunk driver caught by police before causing harm. Good job.,0.42
Chennai,2023-11-23 00:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.6
Mumbai,2023-08-15 20:00:00,Traffic is moving smoothly this morning.,0.53
Delhi,2023-07-11 10:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.5
Delhi,2023-02-06 15:00:00,Another accident due to poor lighting on the main road.,-0.74
Delhi,2023-05-15 03:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Delhi,2023-06-29 18:00:00,Another accident due to poor lighting on the main road.,-0.77
Hyderabad,2023-10-22 20:00:00,Can the city please fix the signals? It's causing chaos.,-0.72
Bangalore,2023-12-20 04:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.63
Delhi,2023-06-25 20:00:00,Can the city please fix the signals? It's causing chaos.,-0.63
Chennai,2023-02-23 15:00:00,Traffic is moving smoothly this morning.,0.53
Bangalore,2023-07-01 13:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.22
Delhi,2023-07-26 09:00:00,Traffic is moving smoothly this morning.,0.44
Hyderabad,2023-06-07 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.24
Delhi,2023-01-13 05:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.64
Bangalore,2023-01-02 13:00:00,Visibility is zero because of the fog. Very dangerous.,-0.89
Bangalore,2023-03-24 12:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.26
Bangalore,2023-12-18 03:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Chennai,2023-01-25 19:00:00,Drunk driver caught by police before causing harm. Good job.,0.49
Bangalore,2023-08-13 05:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.69
Mumbai,2023-05-03 05:00:00,Can the city please fix the signals? It's causing chaos.,-0.72
Delhi,2023-11-15 06:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.63
Bangalore,2023-01-01 13:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.62
Mumbai,2023-10-18 12:00:00,Can the city please fix the signals? It's causing chaos.,-0.62
Bangalore,2023-09-24 08:00:00,Can the city please fix the signals? It's causing chaos.,-0.77
Hyderabad,2023-07-23 08:00:00,Traffic is moving smoothly this morning.,0.41
Delhi,2023-01-14 01:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.59
Chennai,2023-07-12 15:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.64
Delhi,2023-07-30 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.38
Chennai,2023-07-05 03:00:00,Can the city please fix the signals? It's causing chaos.,-0.78
Hyderabad,2023-07-12 15:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.22
Bangalore,2023-07-28 00:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Bangalore,2023-04-30 02:00:00,Huge pothole caused a bike crash just now.,-0.95
Mumbai,2023-04-02 05:00:00,Drunk driver caught by police before causing harm. Good job.,0.47
Mumbai,2023-05-27 06:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.51
Delhi,2023-08-23 05:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.29
Hyderabad,2023-05-10 19:00:00,Can the city please fix the signals? It's causing chaos.,-0.62
Chennai,2023-10-18 06:00:00,Drunk driver caught by police before causing harm. Good job.,0.49
Chennai,2023-03-26 17:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.68
Chennai,2023-07-20 22:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-04-20 16:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.68
Mumbai,2023-02-02 06:00:00,Can the city please fix the signals? It's causing chaos.,-0.77
Delhi,2023-10-25 04:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Delhi,2023-03-26 04:00:00,Drunk driver caught by police before causing harm. Good job.,0.4
Bangalore,2023-01-23 08:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.94
Delhi,2023-07-23 20:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.35
Hyderabad,2023-10-09 21:00:00,Visibility is zero because of the fog. Very dangerous.,-0.79
Bangalore,2023-07-29 01:00:00,Another accident due to poor lighting on the main road.,-0.71
Mumbai,2023-03-28 13:00:00,Visibility is zero because of the fog. Very dangerous.,-0.76
Bangalore,2023-07-07 10:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.31
Hyderabad,2023-05-07 06:00:00,Drunk driver caught by police before causing harm. Good job.,0.31
Chennai,2023-03-03 09:00:00,Another accident due to poor lighting on the main road.,-0.75
Mumbai,2023-11-10 23:00:00,Traffic is moving smoothly this morning.,0.49
Mumbai,2023-07-14 02:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.21
Bangalore,2023-08-07 21:00:00,Traffic is moving smoothly this morning.,0.46
Mumbai,2023-10-28 23:00:00,Traffic is moving smoothly this morning.,0.44
Delhi,2023-08-27 01:00:00,Visibility is zero because of the fog. Very dangerous.,-0.81
Mumbai,2023-01-17 10:00:00,Huge pothole caused a bike crash just now.,-0.94
Chennai,2023-03-28 07:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.2
Bangalore,2023-05-21 12:00:00,Can the city please fix the signals? It's causing chaos.,-0.6
Bangalore,2023-07-23 00:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.95
Mumbai,2023-07-02 02:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.52
Delhi,2023-06-13 12:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.23
Chennai,2023-12-11 12:00:00,Another accident due to poor lighting on the main road.,-0.75
Hyderabad,2023-02-09 15:00:00,Can the city please fix the signals? It's causing chaos.,-0.78
Delhi,2023-06-27 19:00:00,Drunk driver caught by police before causing harm. Good job.,0.34
Chennai,2023-10-25 02:00:00,Traffic is moving smoothly this morning.,0.59
Hyderabad,2023-03-16 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.22
Bangalore,2023-05-07 17:00:00,Another accident due to poor lighting on the main road.,-0.79
Chennai,2023-06-19 15:00:00,Another accident due to poor lighting on the main road.,-0.8
Chennai,2023-07-11 21:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.37
Hyderabad,2023-05-13 11:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.9
Chennai,2023-05-01 13:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.6
Delhi,2023-10-14 06:00:00,Traffic is moving smoothly this morning.,0.41
Delhi,2023-04-13 23:00:00,Drunk driver caught by police before causing harm. Good job.,0.4
Mumbai,2023-07-20 20:00:00,Can the city please fix the signals? It's causing chaos.,-0.63
Chennai,2023-10-23 05:00:00,Visibility is zero because of the fog. Very dangerous.,-0.8
Hyderabad,2023-07-15 20:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.59
Hyderabad,2023-01-12 15:00:00,Can the city please fix the signals? It's causing chaos.,-0.72
Mumbai,2023-05-03 01:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.66
Bangalore,2023-03-15 15:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.58
Mumbai,2023-12-21 13:00:00,Traffic is moving smoothly this morning.,0.49
Delhi,2023-01-03 19:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Mumbai,2023-04-24 14:00:00,Traffic is moving smoothly this morning.,0.43
Chennai,2023-02-27 06:00:00,Traffic is moving smoothly this morning.,0.49
Hyderabad,2023-04-01 15:00:00,Huge pothole caused a bike crash just now.,-0.88
Chennai,2023-11-20 04:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.98
Bangalore,2023-10-20 10:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.3
Delhi,2023-08-02 23:00:00,Huge pothole caused a bike crash just now.,-0.85
Hyderabad,2023-05-07 12:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Chennai,2023-06-08 00:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.24
Hyderabad,2023-09-21 02:00:00,Can the city please fix the signals? It's causing chaos.,-0.68
Chennai,2023-02-23 20:00:00,Another accident due to poor lighting on the main road.,-0.77
Hyderabad,2023-01-14 18:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.58
Mumbai,2023-10-15 23:00:00,Traffic is moving smoothly this morning.,0.4
Chennai,2023-04-17 07:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.31
Bangalore,2023-05-18 09:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Bangalore,2023-07-04 19:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.32
Chennai,2023-04-30 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Bangalore,2023-03-17 03:00:00,Can the city please fix the signals? It's causing chaos.,-0.75
Mumbai,2023-06-13 01:00:00,Visibility is zero because of the fog. Very dangerous.,-0.78
Delhi,2023-10-24 06:00:00,Drunk driver caught by police before causing harm. Good job.,0.35
Chennai,2023-02-19 02:00:00,Can the city please fix the signals? It's causing chaos.,-0.64
Mumbai,2023-02-05 13:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Bangalore,2023-06-01 18:00:00,Another accident due to poor lighting on the main road.,-0.86
Chennai,2023-10-25 13:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.51
Bangalore,2023-06-24 14:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.27
Bangalore,2023-07-27 12:00:00,Drunk driver caught by police before causing harm. Good job.,0.31
Hyderabad,2023-12-15 02:00:00,Another accident due to poor lighting on the main road.,-0.86
Mumbai,2023-03-10 21:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Hyderabad,2023-10-21 03:00:00,Another accident due to poor lighting on the main road.,-0.79
Bangalore,2023-07-24 10:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.54
Hyderabad,2023-04-22 13:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Chennai,2023-02-02 12:00:00,Visibility is zero because of the fog. Very dangerous.,-0.77
Hyderabad,2023-07-04 11:00:00,Another accident due to poor lighting on the main road.,-0.71
Chennai,2023-11-02 12:00:00,Drunk driver caught by police before causing harm. Good job.,0.38
Delhi,2023-04-05 04:00:00,Visibility is zero because of the fog. Very dangerous.,-0.85
Hyderabad,2023-06-06 18:00:00,Can the city please fix the signals? It's causing chaos.,-0.66
Chennai,2023-05-29 07:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.55
Bangalore,2023-04-11 21:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.34
Delhi,2023-02-23 13:00:00,Visibility is zero because of the fog. Very dangerous.,-0.86
Chennai,2023-09-12 14:00:00,Traffic is moving smoothly this morning.,0.54
Delhi,2023-05-20 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.38
Bangalore,2023-04-06 21:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.21
Hyderabad,2023-02-25 22:00:00,Drunk driver caught by police before causing harm. Good job.,0.34
Hyderabad,2023-09-20 02:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.52
Delhi,2023-05-12 14:00:00,Another accident due to poor lighting on the main road.,-0.81
Delhi,2023-02-21 01:00:00,Can the city please fix the signals? It's causing chaos.,-0.69
Mumbai,2023-10-14 10:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.95
Chennai,2023-05-01 05:00:00,Another accident due to poor lighting on the main road.,-0.9
Bangalore,2023-06-10 06:00:00,Another accident due to poor lighting on the main road.,-0.71
Chennai,2023-06-12 20:00:00,Huge pothole caused a bike crash just now.,-0.8
Delhi,2023-12-29 09:00:00,Another accident due to poor lighting on the main road.,-0.76
Mumbai,2023-02-09 19:00:00,Visibility is zero because of the fog. Very dangerous.,-0.85
Bangalore,2023-04-11 11:00:00,Drunk driver caught by police before causing harm. Good job.,0.43
Bangalore,2023-12-26 11:00:00,Huge pothole caused a bike crash just now.,-0.95
Hyderabad,2023-11-24 20:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.34
Chennai,2023-02-25 15:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.99
Delhi,2023-03-14 22:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.62
Hyderabad,2023-10-04 04:00:00,Traffic is moving smoothly this morning.,0.47
Mumbai,2023-10-10 22:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.21
Chennai,2023-06-05 11:00:00,Another accident due to poor lighting on the main road.,-0.77
Mumbai,2023-08-02 18:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.91
Delhi,2023-08-07 23:00:00,Can the city please fix the signals? It's causing chaos.,-0.61
Delhi,2023-11-02 19:00:00,Another accident due to poor lighting on the main road.,-0.72
Chennai,2023-06-14 07:00:00,Can the city please fix the signals? It's causing chaos.,-0.78
Chennai,2023-04-22 16:00:00,Another accident due to poor lighting on the main road.,-0.74
Bangalore,2023-08-01 14:00:00,Visibility is zero because of the fog. Very dangerous.,-0.88
Mumbai,2023-02-21 13:00:00,Can the city please fix the signals? It's causing chaos.,-0.75
Mumbai,2023-04-26 14:00:00,Drunk driver caught by police before causing harm. Good job.,0.45
Chennai,2023-12-22 07:00:00,Drunk driver caught by police before causing harm. Good job.,0.32
Bangalore,2023-09-13 22:00:00,Drunk driver caught by police before causing harm. Good job.,0.3
Delhi,2023-11-07 11:00:00,Another accident due to poor lighting on the main road.,-0.87
Hyderabad,2023-08-21 16:00:00,Traffic is moving smoothly this morning.,0.57
Chennai,2023-12-06 21:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Chennai,2023-11-01 13:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.23
Hyderabad,2023-05-20 02:00:00,Visibility is zero because of the fog. Very dangerous.,-0.87
Hyderabad,2023-04-11 02:00:00,Another accident due to poor lighting on the main road.,-0.77
Chennai,2023-08-16 17:00:00,Can the city please fix the signals? It's causing chaos.,-0.65
Bangalore,2023-10-13 12:00:00,Drunk driver caught by police before causing harm. Good job.,0.49
Hyderabad,2023-01-08 03:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.27
Mumbai,2023-06-26 07:00:00,Drunk driver caught by police before causing harm. Good job.,0.49
Bangalore,2023-06-17 00:00:00,Visibility is zero because of the fog. Very dangerous.,-0.73
Bangalore,2023-08-11 03:00:00,Huge pothole caused a bike crash just now.,-0.89
Delhi,2023-05-20 01:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Bangalore,2023-07-13 15:00:00,Traffic is moving smoothly this morning.,0.47
Mumbai,2023-08-03 18:00:00,Traffic is moving smoothly this morning.,0.42
Mumbai,2023-03-08 11:00:00,Can the city please fix the signals? It's causing chaos.,-0.72
Mumbai,2023-07-29 21:00:00,Huge pothole caused a bike crash just now.,-0.9
Delhi,2023-11-27 10:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.95
Mumbai,2023-04-06 06:00:00,Huge pothole caused a bike crash just now.,-0.97
Chennai,2023-11-14 13:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Bangalore,2023-06-08 06:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.96
Hyderabad,2023-12-10 11:00:00,Another accident due to poor lighting on the main road.,-0.73
Chennai,2023-08-26 14:00:00,Huge pothole caused a bike crash just now.,-0.9
Hyderabad,2023-09-20 12:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.37
Bangalore,2023-12-31 20:00:00,Huge pothole caused a bike crash just now.,-0.9
Chennai,2023-07-28 06:00:00,Visibility is zero because of the fog. Very dangerous.,-0.86
Mumbai,2023-09-12 03:00:00,Drunk driver caught by police before causing harm. Good job.,0.46
Delhi,2023-08-12 11:00:00,Can the city please fix the signals? It's causing chaos.,-0.68
Delhi,2023-06-20 11:00:00,Traffic is moving smoothly this morning.,0.59
Hyderabad,2023-01-25 13:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.98
Delhi,2023-09-15 21:00:00,Traffic is moving smoothly this morning.,0.51
Hyderabad,2023-05-01 01:00:00,Drunk driver caught by police before causing harm. Good job.,0.44
Bangalore,2023-09-24 10:00:00,Traffic is moving smoothly this morning.,0.42
Hyderabad,2023-10-25 06:00:00,Traffic is moving smoothly this morning.,0.58
Hyderabad,2023-02-13 09:00:00,Another accident due to poor lighting on the main road.,-0.85
Bangalore,2023-02-06 11:00:00,Traffic is moving smoothly this morning.,0.54
Chennai,2023-01-17 18:00:00,Drunk driver caught by police before causing harm. Good job.,0.47
Delhi,2023-03-17 09:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.91
Bangalore,2023-07-04 15:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.64
Chennai,2023-07-09 05:00:00,Drunk driver caught by police before causing harm. Good job.,0.5
Bangalore,2023-01-11 06:00:00,Traffic is moving smoothly this morning.,0.58
Delhi,2023-08-09 12:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.51
Hyderabad,2023-12-04 14:00:00,Drunk driver caught by police before causing harm. Good job.,0.36
Mumbai,2023-12-08 20:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.62
Mumbai,2023-12-02 11:00:00,Traffic is moving smoothly this morning.,0.4
Bangalore,2023-03-28 07:00:00,Visibility is zero because of the fog. Very dangerous.,-0.88
Mumbai,2023-01-22 08:00:00,Another accident due to poor lighting on the main road.,-0.8
Hyderabad,2023-09-20 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.37
Bangalore,2023-10-28 04:00:00,Another accident due to poor lighting on the main road.,-0.75
Mumbai,2023-04-18 19:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.66
Mumbai,2023-12-19 11:00:00,Another accident due to poor lighting on the main road.,-0.74
Chennai,2023-02-17 09:00:00,Traffic is moving smoothly this morning.,0.58
Hyderabad,2023-08-17 05:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.56
Delhi,2023-07-09 10:00:00,Huge pothole caused a bike crash just now.,-0.9
Hyderabad,2023-04-07 22:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.65
Chennai,2023-09-11 11:00:00,Traffic is moving smoothly this morning.,0.46
Bangalore,2023-10-06 09:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.24
Delhi,2023-04-29 06:00:00,Huge pothole caused a bike crash just now.,-0.84
Hyderabad,2023-11-21 17:00:00,Traffic is moving smoothly this morning.,0.58
Mumbai,2023-08-01 10:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.66
Delhi,2023-05-29 17:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.59
Delhi,2023-05-31 02:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.68
Bangalore,2023-01-26 12:00:00,Traffic is moving smoothly this morning.,0.56
Bangalore,2023-01-22 06:00:00,Huge pothole caused a bike crash just now.,-0.83
Chennai,2023-05-29 03:00:00,Drunk driver caught by police before causing harm. Good job.,0.45
Delhi,2023-11-17 06:00:00,Traffic is moving smoothly this morning.,0.54
Mumbai,2023-11-30 07:00:00,Drunk driver caught by police before causing harm. Good job.,0.32
Hyderabad,2023-03-19 03:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.38
Mumbai,2023-07-16 21:00:00,Visibility is zero because of the fog. Very dangerous.,-0.77
Delhi,2023-10-19 05:00:00,Another accident due to poor lighting on the main road.,-0.79
Hyderabad,2023-07-12 14:00:00,Another accident due to poor lighting on the main road.,-0.76
Hyderabad,2023-12-05 00:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.67
Hyderabad,2023-05-01 17:00:00,Huge pothole caused a bike crash just now.,-0.82
Chennai,2023-10-23 21:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.55
Bangalore,2023-03-13 21:00:00,Drunk driver caught by police before causing harm. Good job.,0.42
Bangalore,2023-06-12 07:00:00,Visibility is zero because of the fog. Very dangerous.,-0.84
Mumbai,2023-12-04 02:00:00,Huge pothole caused a bike crash just now.,-0.93
Delhi,2023-08-20 22:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Chennai,2023-10-31 18:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.34
Delhi,2023-01-09 21:00:00,Huge pothole caused a bike crash just now.,-0.9
Delhi,2023-05-15 19:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.65
Bangalore,2023-09-01 20:00:00,Another accident due to poor lighting on the main road.,-0.85
Mumbai,2023-01-06 19:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.57
Bangalore,2023-11-15 21:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Delhi,2023-07-12 19:00:00,Can the city please fix the signals? It's causing chaos.,-0.75
Mumbai,2023-11-24 02:00:00,Visibility is zero because of the fog. Very dangerous.,-0.73
Delhi,2023-09-04 07:00:00,Huge pothole caused a bike crash just now.,-0.82
